entry,name,requiredlevel,ilvl
1640,Monstrous War Axe,37,42
1641,Codex of Shadow Word: Pain III,18,18
1645,Moonberry Juice,35,45
1648,Codex of Heal IV,34,34
1649,Deprecated Ham Sandwich,30,40
1651,Codex of Holy Word: Shield VI,36,36
1652,Sturdy Lunchbox,0,35
1654,Deprecated Strangleslash Metal,0,40
1655,Deprecated Codex of Sustenance III,29,29
1656,Translated Letter,0,1
1657,Codex of Resurrection II,26,26
1658,Codex of Shadow Word: Pain IV,26,26
1659,Engineering Gloves,35,40
1663,Deprecated Stranglethorn Mine Map,0,1
1664,Spellforce Rod,36,41
1672,Deprecated Ogre Head,0,1
1676,Codex of Sleep II,20,20
1677,Drake-scale Vest,41,46
1678,Black Ogre Kickers,32,37
1679,Korg Bat,31,36
1680,Headchopper,39,44
1681,Grimoire of Cripple,16,16
1684,Deprecated Totemic Headpiece,39,44
1685,Troll-hide Bag,0,45
1686,Bristly Whisker,0,1
1687,Retractable Claw,0,1
1688,Long Soft Tail,0,1
1689,Deprecated Medium Tiger Pelt,0,32
1690,Deprecated Fine Panther Whisker,0,1
1691,Deprecated Ebony Panther Claw,0,1
1692,Deprecated Shadowmaw Fang,0,1
1693,Deprecated Shadowmaw Pelt,0,38
1694,Deprecated Lashtail Hide,0,38
1695,Deprecated Jungle Stalker Pelt,0,40
1696,Curved Raptor Talon,0,1
1697,Keen Raptor Tooth,0,1
1698,Deprecated Lashtail Claw,0,1
1699,Deprecated Jungle Stalker Tail,0,1
1700,Deprecated Blood Totem,33,43
1701,Curved Basilisk Claw,0,1
1702,Intact Basilisk Spine,0,1
1703,Crystal Basilisk Spine,25,35
1704,Deprecated Cold Basilisk Eye,29,39
1705,Lesser Moonstone,0,30
1706,Azuredeep Shards,0,36
1707,Stormwind Brie,25,35
1708,Sweet Nectar,25,35
1710,Greater Healing Potion,21,31
1711,Scroll of Stamina II,20,30
1712,Scroll of Spirit II,15,25
1713,Ankh of Life,40,45
1714,Necklace of Calisea,38,43
1715,Polished Jazeraint Armor,39,44
1716,Robe of the Magi,35,40
1717,Double Link Tunic,25,30
1718,Basilisk Hide Pants,38,43
1719,Deprecated Flint Troll Axe,1,1
1720,Tanglewood Staff,41,46
1721,Viking Warhammer,49,54
1722,Thornstone Sledgehammer,37,42
1724,Deprecated Jungle Trail Pack,0,25
1725,Large Knapsack,0,35
1726,Poison-tipped Bone Spear,31,36
1727,Sword of Decay,23,28
1728,Teebu's Blazing Longsword,60,65
1729,Gunnysack of the Night Watch,0,25
1730,Worn Mail Belt,7,12
1731,Worn Mail Boots,8,13
1732,Worn Mail Bracers,9,14
1733,Worn Cloak,10,15
1734,Worn Mail Gloves,6,11
1735,Worn Mail Pants,7,12
1736,Deprecated Worn Mail Shoulderpads,8,13
1737,Worn Mail Vest,9,14
1738,Laced Mail Belt,14,19
1739,Laced Mail Boots,15,20
1740,Laced Mail Bracers,11,16
1741,Laced Cloak,12,17
1742,Laced Mail Gloves,13,18
1743,Laced Mail Pants,14,19
1744,Laced Mail Shoulderpads,15,20
1745,Laced Mail Vest,11,16
1746,Linked Chain Belt,20,25
1747,Linked Chain Boots,16,21
1748,Linked Chain Bracers,17,22
1749,Linked Chain Cloak,18,23
1750,Linked Chain Gloves,19,24
1751,Linked Chain Pants,20,25
1752,Linked Chain Shoulderpads,16,21
1753,Linked Chain Vest,17,22
1754,Reinforced Chain Belt,21,26
1755,Reinforced Chain Boots,22,27
1756,Reinforced Chain Bracers,23,28
1757,Reinforced Chain Cloak,24,29
1758,Reinforced Chain Gloves,25,30
1759,Reinforced Chain Pants,21,26
1760,Reinforced Chain Shoulderpads,22,27
1761,Reinforced Chain Vest,23,28
1764,Canvas Shoes,12,17
1766,Canvas Cloak,13,18
1767,Canvas Gloves,14,19
1768,Canvas Pants,15,20
1769,Canvas Shoulderpads,15,20
1770,Canvas Vest,12,17
1772,Brocade Shoes,18,23
1774,Brocade Cloak,19,24
1775,Brocade Gloves,20,25
1776,Brocade Pants,16,21
1777,Brocade Shoulderpads,17,22
1778,Brocade Vest,18,23
1780,Cross-stitched Sandals,24,29
1782,Cross-stitched Cloak,25,30
1783,Cross-stitched Gloves,21,26
1784,Cross-stitched Pants,22,27
1785,Cross-stitched Shoulderpads,23,28
1786,Cross-stitched Vest,24,29
1787,Patched Leather Belt,13,18
1788,Patched Leather Boots,14,19
1789,Patched Leather Bracers,15,20
1790,Patched Cloak,11,16
1791,Patched Leather Gloves,12,17
1792,Patched Leather Pants,13,18
1793,Patched Leather Shoulderpads,15,20
1794,Patched Leather Jerkin,15,20
1795,Rawhide Belt,19,24
1796,Rawhide Boots,20,25
1797,Rawhide Bracers,16,21
1798,Rawhide Cloak,17,22
1799,Rawhide Gloves,18,23
1800,Rawhide Pants,19,24
1801,Rawhide Shoulderpads,20,25
1802,Rawhide Tunic,16,21
1803,Tough Leather Belt,25,30
1804,Tough Leather Boots,21,26
1805,Tough Leather Bracers,22,27
1806,Tough Cloak,23,28
1807,Tough Leather Gloves,24,29
1808,Tough Leather Pants,25,30
1809,Tough Leather Shoulderpads,21,26
1810,Tough Leather Armor,22,27
1811,Blunt Claymore,12,17
1812,Short-handled Battle Axe,12,17
1813,Chipped Quarterstaff,13,18
1814,Battered Mallet,14,19
1815,Ornamental Mace,12,17
1816,Unbalanced Axe,14,19
1817,Stock Shortsword,14,19
1818,Standard Claymore,19,24
1819,Gouging Pick,17,22
1820,Wooden Maul,17,22
1821,Warped Blade,19,24
1822,Cedar Walking Stick,18,23
1823,Bludgeoning Cudgel,17,22
1824,Shiny War Axe,18,23
1825,Bulky Bludgeon,23,28
1826,Rock Maul,22,27
1827,Meat Cleaver,22,27
1828,Stone War Axe,22,27
1829,Short Cutlass,24,29
1830,Long Bastard Sword,23,28
1831,Oaken War Staff,23,28
1832,Lucky Trousers,0,17
1835,Dirty Leather Belt,1,5
1836,Dirty Leather Bracers,1,5
1839,Rough Leather Belt,5,10
1840,Rough Leather Bracers,5,10
1843,Tanned Leather Belt,12,17
1844,Tanned Leather Bracers,12,17
1845,Chainmail Belt,12,17
1846,Chainmail Bracers,12,17
1849,Cured Leather Belt,17,22
1850,Cured Leather Bracers,17,22
1851,Cleansing Water,0,24
1852,Scalemail Bracers,17,22
1853,Scalemail Belt,17,22
1854,Deprecated Brooch of the Night Watch,0,40
1875,Thistlenettle's Badge,0,1
1877,Book of Rejuvenation III,16,16
1882,Book of Moonfire III,16,16
1886,Book of Moonfire II,10,10
1893,Miner's Revenge,0,20
1894,Miners' Union Card,0,1
1895,Monster - Sword, Short Rusty,1,1
1896,Monster - Sword, Short Basic,1,1
1897,Monster - Sword, Scimitar Basic,1,1
1899,Monster - Sword, Long Basic,1,1
1900,Monster - Thieves Blade,1,1
1901,Monster - Mace, Basic Stone Hammer,1,1
1902,Monster - Mace, Basic Wooden Hammer,1,1
1903,Monster - Mace, Basic Metal Hammer,1,1
1904,Monster - Axe, Stone Basic,1,1
1905,Monster - Axe, Metal Basic,1,1
1906,Monster - Torch,1,1
1907,Monster - Staff, Basic,1,1
1908,Monster - Staff, Crooked,1,1
1909,Monster - Axe, Large Basic,1,1
1910,Monster - Item, Pick,1,1
1911,Monster - Tool, Wrench Small,1,1
1912,Deprecated Reed Pipe,35,40
1913,Studded Blackjack,5,10
1914,Deprecated Miniature Silver Hammer,35,40
1915,Deprecated Bag of Teeth,0,1
1917,Jeweled Dagger,5,10
1918,Deprecated Lockpick,2,12
1922,Supplies for Sven,0,1
1923,Ambassador's Satchel,0,1
1924,Deprecated Hollowed Wooden Tube,0,1
1925,Defias Rapier,11,16
1926,Weighted Sap,10,15
1927,Deadmines Cleaver,10,15
1928,Defias Mage Staff,11,16
1929,Silk-threaded Trousers,13,18
1930,Stonemason Cloak,13,18
1931,Huge Gnoll Claw,0,1
1933,Staff of Conjuring,10,15
1934,Stonemason Trousers,15,20
1935,Assassin's Blade,19,24
1936,Goblin Screwdriver,13,18
1937,Buzz Saw,16,21
1938,Block Mallet,17,22
1939,Skin of Sweet Rum,0,1
1940,Deprecated Skin of Sweet Rum,0,15
1941,Cask of Merlot,0,1
1942,Bottle of Moonshine,0,1
1943,Goblin Mail Leggings,14,19
1944,Metalworking Gloves,13,18
1945,Woodworking Gloves,13,18
1946,Mary's Looking Glass,0,1
1948,Deprecated Large Broom,11,16
1950,Deprecated Gold Ingot,0,20
1951,Blackwater Cutlass,14,19
1955,Dragonmaw Chain Boots,22,27
1956,Faded Shadowhide Pendant,0,1
1957,Monster - Shield, Small Wooden,1,1
1958,Petrified Shinbone,12,17
1959,Cold Iron Pick,12,17
1960,Deprecated Ironforge Chain Pauldrons,10,15
1961,Monster - Shield, Buckler Wooden,1,1
1962,Glowing Shadowhide Pendant,15,15
1963,Deprecated Bone Chips,0,17
1965,White Wolf Gloves,5,10
1968,Ogre's Monocle,0,1
1969,Deprecated Stormwind Guard Belt,0,15
1970,Restoring Balm,0,24
1971,Furlbrow's Deed,0,1
1972,Westfall Deed,8,8
1973,Orb of Deception,54,59
1974,Mindthrust Bracers,17,22
1975,Pysan's Old Greatsword,23,28
1976,Slaghammer,24,29
1977,20-slot Bag,0,1
1978,Wolfclaw Gloves,22,27
1979,Wall of the Dead,45,50
1980,Underworld Band,38,43
1981,Icemail Jerkin,39,44
1982,Nightblade,39,44
1983,Monster - Sword2H, Basic,1,1
1984,Monster - Shield, Kite Metal,1,1
1985,Monster - Shield, Large Wooden,1,1
1986,Gutrender,36,41
1987,Krazek's Fixed Pot,0,1
1988,Chief Brigadier Gauntlets,33,38
1990,Ballast Maul,31,36
1991,Goblin Power Shovel,29,34
1992,Swampchill Fetish,33,38
1993,Ogremind Ring,31,36
1994,Ebonclaw Reaver,41,46
1995,Deprecated Cat's Paw,24,34
1996,Voodoo Band,32,37
1997,Pressed Felt Robe,29,34
1998,Bloodscalp Channeling Staff,28,33
1999,Deprecated Torn Leather Harness,29,34
2000,Archeus,0,35
2002,Deprecated Jordan's Quiver,1,1
2003,Deprecated Big Quiver,1,1
2004,Grelin Whitebeard's Journal,0,1
2005,The First Troll Legend,0,1
2006,The Second Troll Legend,0,1
2007,The Third Troll Legend,0,1
2008,The Fourth Troll Legend,0,1
2011,Twisted Sabre,21,26
2012,Deprecated Phylactery of Rot,35,40
2013,Cryptbone Staff,21,26
2014,Black Metal Greatsword,24,29
2015,Black Metal War Axe,23,28
2016,Dusty Chain Armor,21,26
2017,Glowing Leather Bracers,23,28
2018,Skeletal Longsword,22,27
2020,Hollowfang Blade,13,18
2021,Green Carapace Shield,16,21
2023,Monster - Spear, Rusty,1,1
2024,Espadon,16,21
2025,Bearded Axe,15,20
2026,Rock Hammer,16,21
2027,Scimitar,14,19
2028,Hammer,16,21
2029,Cleaver,15,20
2030,Gnarled Staff,15,20
2032,Gallan Cuffs,0,36
2033,Ambassador's Boots,0,25
2034,Scholarly Robes,20,25
2035,Sword of the Night Sky,19,24
2036,Dusty Mining Gloves,0,18
2037,Tunneler's Boots,0,18
2038,Deprecated Cougar Head Cap,0,24
2039,Plains Ring,24,29
2040,Troll Protector,43,48
2041,Tunic of Westfall,0,24
2042,Staff of Westfall,0,24
2043,Ring of Forlorn Spirits,0,35
2044,Crescent of Forlorn Spirits,0,35
2045,Deprecated Cowl of Forlorn Spirits,0,30
2046,Bluegill Kukri,19,24
2047,Anvilmar Hand Axe,0,5
2048,Anvilmar Hammer,0,5
2050,Deprecated Silver Ingot,0,15
2051,Monster - Shield, Small Wooden Damaged,1,1
2052,Monster - Shield, Small Metal Damaged,1,1
2053,Monster - Shield, Buckler Metal Damaged,1,1
2054,Trogg Hand Axe,1,4
2055,Small Wooden Hammer,1,4
2056,The Velvet Hammer,5,10
2057,Pitted Defias Shortsword,1,4
2058,Kazon's Maul,22,27
2059,Sentry Cloak,19,24
2060,Deprecated Chunk of Boar Meat,0,1
2064,Trogg Club,6,11
2065,Rockjaw Blade,4,9
2066,Skull Hatchet,3,8
2067,Frostbit Staff,5,10
2069,Black Bear Hide Vest,7,12
2070,Darnassian Bleu,1,5
2071,Deprecated Mountain Spring Water,1,5
2072,Dwarven Magestaff,22,27
2073,Dwarven Hatchet,10,15
2074,Solid Shortblade,0,18
2075,Priest's Mace,7,12
2077,Magician Staff,24,29
2078,Northern Shortsword,13,18
2079,Sergeant's Warhammer,12,17
2080,Hillborne Axe,29,34
2081,Monster - Torch, Offhand,1,1
2082,Wizbang's Gunnysack,0,5
2084,Darksteel Bastard Sword,25,30
2085,Chunk of Flesh,0,15
2087,Hard Crawler Carapace,8,13
2088,Long Crawler Limb,10,15
2089,Scrimshaw Dagger,0,18
2091,Magic Dust,10,20
2092,Worn Dagger,1,2
2098,Double-barreled Shotgun,22,27
2099,Dwarven Hand Cannon,53,58
2100,Precisely Calibrated Boomstick,43,48
2101,Light Quiver,1,1
2102,Small Ammo Pouch,1,1
2103,Test Arrow,1,1
2104,Deprecated Standard Shot,1,1
2105,Thug Shirt,0,1
2106,Deprecated Worn Pants,1,1
2107,Deprecated Travel-worn Boots,0,1
2108,Frostmane Leather Vest,1,4
2109,Frostmane Chain Vest,1,5
2110,Light Magesmith Robe,1,4
2112,Lumberjack Jerkin,4,9
2113,Calor's Note,0,1
2114,Snowy Robe,3,8
2115,Deprecated Small White Pouch,0,5
2117,Thin Cloth Shoes,1,5
2119,Thin Cloth Gloves,1,5
2120,Thin Cloth Pants,1,5
2121,Thin Cloth Armor,1,5
2122,Cracked Leather Belt,1,5
2123,Cracked Leather Boots,1,5
2124,Cracked Leather Bracers,1,5
2125,Cracked Leather Gloves,1,5
2126,Cracked Leather Pants,1,5
2127,Cracked Leather Vest,1,5
2128,Scratched Claymore,1,4
2129,Large Round Shield,1,5
2130,Club,1,3
2131,Shortsword,1,3
2132,Short Staff,1,4
2133,Small Shield,1,5
2134,Hand Axe,1,4
2136,Conjured Purified Water,15,25
2137,Whittling Knife,0,5
2138,Sharpened Letter Opener,2,7
2139,Dirk,1,3
2140,Carving Knife,6,11
2141,Cuirboulli Vest,22,27
2142,Cuirboulli Belt,22,27
2143,Cuirboulli Boots,22,27
2144,Cuirboulli Bracers,22,27
2145,Cuirboulli Gloves,22,27
2146,Cuirboulli Pants,22,27
2147,Monster - Sword, Falchion,1,1
2148,Polished Scale Belt,22,27
2149,Polished Scale Boots,22,27
2150,Polished Scale Bracers,22,27
2151,Polished Scale Gloves,22,27
2152,Polished Scale Leggings,22,27
2153,Polished Scale Vest,22,27
2154,The Story of Morgan Ladimore,0,1
2156,Padded Boots,22,27
2158,Padded Gloves,22,27
2159,Padded Pants,22,27
2160,Padded Armor,22,27
2161,Book from Sven's Farm,0,1
2162,Sarah's Ring,0,1
2163,Shadowblade,48,53
2164,Gut Ripper,40,45
2165,Old Blanchy's Blanket,0,10
2166,Foreman's Leggings,15,20
2167,Foreman's Gloves,15,20
2168,Foreman's Boots,16,21
2169,Buzzer Blade,16,21
2170,Deprecated Shield of the Spider Princess,15,20
2172,Rustic Belt,0,5
2173,Old Leather Belt,0,5
2175,Shadowhide Battle Axe,18,23
2176,Monster - Staff, Ornate Priest Staff,1,1
2177,Monster - Staff, Ornate Mage Staff,1,1
2178,Monster - Sword, Long Ornate,1,1
2179,Monster - Sword, Scimitar Badass,1,1
2180,Monster - Sword, Short Ornate,1,1
2181,Monster - Sword2H, Baron Rivendare,1,1
2182,Monster - Mace, Ornate Metal Hammer,1,1
2183,Monster - Axe, Metal Badass,1,1
2184,Monster - Dagger Basic,1,1
2186,Outfitter Belt,0,5
2187,A Stack of Letters,0,1
2188,A Letter to Grelin Whitebeard,0,1
2189,Tigole's Boomstick (TEST),95,100
2191,Deprecated End Spawn Ticket,0,1
2194,Diamond Hammer,20,25
2195,Anvilmar Knife,0,5
2196,Monster - Item, Mutton,1,1
2197,Monster - Item, Bread,1,1
2198,Monster - Item, Potion Blue,1,1
2199,Monster - Item, Vial Purple,1,1
2200,Monster - Item, Potion Green,1,1
2201,Monster - Item, Vial Black,1,1
2202,Monster - Item, Mutton with Bite,1,1
2203,Brashclaw's Chopper,14,19
2204,Brashclaw's Skewer,12,17
2205,Duskbringer,20,25
2206,Deprecated Fine Pointed Dagger,17,22
2207,Jambiya,11,16
2208,Poniard,14,19
2209,Kris,19,24
2210,Battered Buckler,1,2
2211,Bent Large Shield,1,4
2212,Cracked Buckler,1,6
2213,Worn Large Shield,2,7
2214,Wooden Buckler,10,15
2215,Wooden Shield,6,11
2216,Simple Buckler,11,16
2217,Rectangular Shield,12,17
2218,Craftsman's Dagger,0,13
2219,Small Round Shield,17,22
2220,Box Shield,18,23
2221,Targe Shield,23,28
2222,Tower Shield,24,29
2223,The Collector's Schedule,0,1
2224,Militia Dagger,0,5
2225,Sharp Kitchen Knife,0,11
2226,Ogremage Staff,22,27
2227,Heavy Ogre War Axe,22,27
2230,Gloves of Brawn,0,24
2231,Inferno Robe,0,40
2232,Dark Runner Boots,20,25
2233,Shadow Weaver Leggings,22,27
2234,Nightwalker Armor,25,30
2235,Brackclaw,14,19
2236,Blackfang,20,25
2237,Patched Pants,0,10
2238,Urchin's Pants,0,10
2239,The Collector's Ring,0,1
2240,Rugged Cape,0,15
2241,Desperado Cape,15,20
2243,Hand of Edward the Odd,57,62
2244,Krol Blade,51,56
2245,Helm of Narv,54,59
2246,Myrmidon's Signet,53,58
2249,Militia Buckler,0,10
2250,Dusky Crab Cakes,0,1
2251,Gooey Spider Leg,0,25
2252,Miscellaneous Goblin Supplies,0,1
2254,Icepane Warhammer,7,12
2255,Deprecated Thick Leather Gloves,5,10
2256,Skeletal Club,19,24
2257,Frostmane Staff,5,10
2258,Frostmane Shortsword,3,8
2259,Frostmane Club,3,8
2260,Frostmane Hand Axe,4,9
2262,Mark of Kern,31,36
2263,Phytoblade,0,25
2264,Mantle of Thieves,25,30
2265,Stonesplinter Axe,8,13
2266,Stonesplinter Dagger,8,13
2267,Stonesplinter Mace,10,15
2268,Stonesplinter Blade,5,10
2271,Staff of the Blessed Seer,18,23
2273,Guerrilla Armor,10,15
2274,Sapper's Gloves,12,17
2275,Deprecated Sentinel Coif,15,20
2276,Swampwalker Boots,32,37
2277,Necromancer Leggings,30,35
2278,Forest Tracker Epaulets,26,31
2280,Kam's Walking Stick,22,27
2281,Rodentia Flint Axe,6,11
2282,Rodentia Shortsword,5,10
2283,Rat Cloth Belt,10,15
2284,Rat Cloth Cloak,10,15
2287,Haunch of Meat,5,15
2288,Conjured Fresh Water,5,15
2289,Scroll of Strength II,25,35
2290,Scroll of Intellect II,20,30
2291,Kang the Decapitator,44,49
2292,Necrology Robes,20,25
2295,Large Boar Tusk,0,1
2296,Great Goretusk Snout,0,16
2299,Burning War Axe,28,33
2300,Embossed Leather Vest,7,12
2302,Handstitched Leather Boots,3,8
2303,Handstitched Leather Pants,5,10
2304,Light Armor Kit,1,5
2305,Deprecated Light Winter Cloak,1,6
2306,Deprecated Light Winter Boots,1,6
2307,Fine Leather Boots,13,18
2308,Fine Leather Cloak,10,15
2309,Embossed Leather Boots,10,15
2310,Embossed Leather Cloak,8,13
2311,White Leather Jerkin,8,13
2312,Fine Leather Gloves,10,15
2313,Medium Armor Kit,5,15
2314,Toughened Leather Armor,19,24
2315,Dark Leather Boots,15,20
2316,Dark Leather Cloak,17,22
2317,Dark Leather Tunic,15,20
2318,Light Leather,0,10
2319,Medium Leather,0,20
2320,Coarse Thread,0,5
2321,Fine Thread,0,20
2322,Deprecated Crag Boar Hide,0,9
2323,Deprecated Longsnout Hide,0,10
2324,Bleach,0,5
2325,Black Dye,0,40
2326,Ivy-weave Bracers,0,10
2327,Sturdy Leather Bracers,5,10
2361,Battleworn Hammer,1,2
2362,Worn Wooden Shield,1,1
2363,Deprecated Skeleton Key,0,1
2364,Woven Vest,5,10
2366,Woven Pants,5,10
2367,Woven Boots,5,10
2369,Woven Gloves,5,10
2370,Battered Leather Harness,5,10
2371,Battered Leather Belt,5,10
2372,Battered Leather Pants,5,10
2373,Battered Leather Boots,5,10
2374,Battered Leather Bracers,5,10
2375,Battered Leather Gloves,5,10
2376,Worn Heater Shield,5,10
2377,Round Buckler,5,10
2378,Skeleton Finger,0,1
2379,Tarnished Chain Vest,1,5
2380,Tarnished Chain Belt,1,5
2381,Tarnished Chain Leggings,1,5
2382,The Embalmer's Heart,0,1
2383,Tarnished Chain Boots,1,5
2384,Tarnished Chain Bracers,1,5
2385,Tarnished Chain Gloves,1,5
2386,Rusted Chain Vest,1,5
2387,Rusted Chain Belt,1,5
2388,Rusted Chain Leggings,1,5
2389,Rusted Chain Boots,1,5
2390,Rusted Chain Bracers,1,5
2391,Rusted Chain Gloves,1,5
2392,Light Mail Armor,5,10
2393,Light Mail Belt,5,10
2394,Light Mail Leggings,5,10
2395,Light Mail Boots,5,10
2396,Light Mail Bracers,5,10
2397,Light Mail Gloves,5,10
2398,Light Chain Armor,5,10
2399,Light Chain Belt,5,10
2400,Light Chain Leggings,5,10
2401,Light Chain Boots,5,10
2402,Light Chain Bracers,5,10
2403,Light Chain Gloves,5,10
2404,Deprecated Pattern: Light Winter Cloak,0,6
2405,Deprecated Pattern: Light Winter Boots,0,6
2406,Pattern: Fine Leather Boots,0,15
2407,Pattern: White Leather Jerkin,0,13
2408,Pattern: Fine Leather Gloves,0,15
2409,Pattern: Dark Leather Tunic,0,20
2410,Smoky Torch,0,1
2411,Black Stallion Bridle,30,30
2412,Deprecated Nightmare Bridle,40,40
2413,Palomino,30,30
2414,Pinto Bridle,30,30
2415,White Stallion,30,30
2417,Augmented Chain Vest,32,37
2418,Augmented Chain Leggings,32,37
2419,Augmented Chain Belt,32,37
2420,Augmented Chain Boots,32,37
2421,Augmented Chain Bracers,32,37
2422,Augmented Chain Gloves,32,37
2423,Brigandine Vest,45,50
2424,Brigandine Belt,45,50
2425,Brigandine Leggings,45,50
2426,Brigandine Boots,45,50
2427,Brigandine Bracers,45,50
2428,Brigandine Gloves,45,50
2429,Russet Vest,32,37
2431,Russet Pants,32,37
2432,Russet Boots,32,37
2434,Russet Gloves,32,37
2435,Embroidered Armor,45,50
2437,Embroidered Pants,45,50
2438,Embroidered Boots,45,50
2440,Embroidered Gloves,45,50
2441,Ringed Buckler,17,22
2442,Reinforced Targe,22,27
2443,Metal Buckler,32,37
2444,Rusted Buckler,45,50
2445,Large Metal Shield,17,22
2446,Kite Shield,22,27
2447,Peacebloom,0,5
2448,Heavy Pavise,32,37
2449,Earthroot,0,5
2450,Briarthorn,0,15
2451,Crested Heater Shield,45,50
2452,Swiftthistle,0,15
2453,Bruiseweed,0,20
2454,Elixir of Lion's Strength,1,5
2455,Minor Mana Potion,5,15
2456,Minor Rejuvenation Potion,5,15
2457,Elixir of Minor Agility,2,12
2458,Elixir of Minor Fortitude,2,12
2459,Swiftness Potion,5,15
2460,Elixir of Tongues (NYI),5,15
2461,Deprecated Elemental Resistance Potion,10,20
2462,Deprecated Potion of Lesser Invulnerability (Fix),1,15
2463,Studded Doublet,32,37
2464,Studded Belt,32,37
2465,Studded Pants,32,37
2466,Skullsplitter Fetish,0,1
2467,Studded Boots,32,37
2468,Studded Bracers,32,37
2469,Studded Gloves,32,37
2470,Reinforced Leather Vest,45,50
2471,Reinforced Leather Belt,45,50
2472,Reinforced Leather Pants,45,50
2473,Reinforced Leather Boots,45,50
2474,Reinforced Leather Bracers,45,50
2475,Reinforced Leather Gloves,45,50
2476,Chilled Basilisk Haunch,0,1
2477,Ravager's Skull,0,1
2478,Deprecated Replenishing Font,35,40
2479,Broad Axe,1,4
2480,Large Club,1,3
2481,Peon Sword,1,4
2482,Inferior Tomahawk,1,3
2483,Rough Broad Axe,1,3
2484,Small Knife,1,4
2485,Splintered Board,1,3
2486,Large Stone Mace,1,3
2487,Acolyte Staff,1,4
2488,Gladius,4,9
2489,Two-handed Sword,2,7
2490,Tomahawk,4,9
2491,Large Axe,3,8
2492,Cudgel,2,7
2493,Wooden Mallet,4,9
2494,Stiletto,3,8
2495,Walking Stick,3,8
2496,Raider Shortsword,3,8
2497,Rusted Claymore,4,9
2498,Small Tomahawk,3,8
2499,Double-bladed Axe,4,9
2500,Light Hammer,2,7
2501,Wooden Warhammer,4,9
2502,Scuffed Dagger,2,7
2503,Adept Short Staff,3,8
2504,Worn Shortbow,1,2
2505,Polished Shortbow,1,4
2506,Hornwood Recurve Bow,3,8
2507,Laminated Recurve Bow,11,16
2508,Old Blunderbuss,1,2
2509,Ornate Blunderbuss,4,9
2510,Solid Blunderbuss,1,3
2511,Hunter's Boomstick,9,14
2512,Rough Arrow,1,5
2513,Deprecated Iron Shot,1,4
2514,Depricated Sharp Arrow,3,8
2515,Sharp Arrow,10,15
2516,Light Shot,1,5
2517,Deprecated Standard Arrow,1,4
2518,Deprecated Solid Shot,3,8
2519,Heavy Shot,10,15
2520,Broadsword,31,36
2521,Flamberge,31,36
2522,Crescent Axe,30,35
2523,Bullova,30,35
2524,Truncheon,29,34
2525,War Hammer,30,35
2526,Main Gauche,29,34
2527,Battle Staff,31,36
2528,Falchion,41,46
2529,Zweihander,41,46
2530,Francisca,41,46
2531,Great Axe,39,44
2532,Morning Star,41,46
2533,War Maul,40,45
2534,Rondel,39,44
2535,War Staff,40,45
2536,Trogg Stone Tooth,0,1
2545,Malleable Chain Leggings,0,26
2546,Royal Frostmane Girdle,6,11
2547,Boar Handler Gloves,0,5
2548,Barrel of Barleybrew Scalder,0,1
2549,Staff of the Shade,22,27
2550,Monster - Bow, Short,1,1
2551,Monster - Crossbow,1,1
2552,Monster - Gun,1,1
2553,Recipe: Elixir of Minor Agility,0,12
2554,Deprecated Recipe: Elixir of Fortitude,0,12
2555,Recipe: Swiftness Potion,0,15
2556,Recipe: Elixir of Tongues,0,15
